sketch,notes_path,parameter,canonical_parameter,default,tried,change_score,signal,effect,deterministic,baseline_display,uses_shader,evidence_warning
2020/generative/01_04/noiiiii,out/2020/generative/01_04/noiiiii/notes.md,form_cc,form cc,20,[40],moderate,high,"denser, finer striations; central band splits into more thin lines; right edge gains more, smaller concentric rings",true,:2,false,
2020/generative/01_04/noiiiii,out/2020/generative/01_04/noiiiii/notes.md,back_cc_divisor,back cc divisor,10,[5],large,high,back layer 24-36 strips instead of 12-18: the two lens shapes dissolve into a full-bleed dense vertical striation texture,true,:2,false,
2020/generative/01_04/noiiiii,out/2020/generative/01_04/noiiiii/notes.md,back_det,back det,random(0.004),"[""random(0.02)""]",moderate,high,"coarser, grainier, more ragged texture; lenses break up; right edge opens into a large rainbow wavy band",true,:2,false,
2020/generative/01_04/noiiiii,out/2020/generative/01_04/noiiiii/notes.md,form_det,form det,random(0.001),"[""random(0.005)""]",subtle,low,"subtle: texture slightly more mottled; ring columns on the right shift, otherwise same composition",true,:2,false,
2020/generative/01_04/noiiiii,out/2020/generative/01_04/noiiiii/notes.md,palette_order,palette order,"[#EA2E73, #F7AA06, #1577D8]","[""[#EA2E73, #1577D8, #F7AA06]""]",subtle,low,"subtle: composition identical; strips that were orange now blue and vice versa, so yellow accents in the right rings/specks turn blue",true,:2,false,
2020/generative/01_04/nomames,out/2020/generative/01_04/nomames/notes.md,count,count,280,[100],moderate,high,"sparser field, large black gaps; same colours and ring structure",true,:2,true,
2020/generative/01_04/nomames,out/2020/generative/01_04/nomames/notes.md,alpha,alpha,50,[180],large,high,rings far more visible; canvas washed in bright pink-purple haze with distinct orange/blue patterns,true,:2,true,
2020/generative/01_04/nomames,out/2020/generative/01_04/nomames/notes.md,sub,sub,10,[3],large,high,only small dim dots and single faint rings; no large multi-ring blooms,true,:2,true,
2020/generative/01_04/nomames,out/2020/generative/01_04/nomames/notes.md,grid,grid,30,[12],large,high,"finer placement, clusters ~3x smaller (size scales with grid); small targets across canvas",true,:2,true,
2020/generative/01_04/nomames,out/2020/generative/01_04/nomames/notes.md,palette,palette,3 colours,"[""5 colours""]",moderate,high,same structure; colours shift blue/purple/orange -> indigo/pink/yellow/red,true,:2,true,
2020/generative/01_04/nomate,out/2020/generative/01_04/nomate/notes.md,grid,grid,60,[30],moderate,high,"finer grid also halves ring sizes (s scales with grid): finer, busier, more fully covered texture",true,:2,true,
2020/generative/01_04/nomate,out/2020/generative/01_04/nomate/notes.md,count (loop bound),count,400,[100],large,high,"sparser field, more black background, individual rings stand out",true,:2,true,
2020/generative/01_04/nomate,out/2020/generative/01_04/nomate/notes.md,alp (ring alpha max),alp,190,[60],moderate,high,"fainter rings, more black visible, grainy speckle more pronounced",true,:2,true,
2020/generative/01_04/nomate,out/2020/generative/01_04/nomate/notes.md,s (size upper bound),s,"int(random(3, random(4, 16)))","[""int(random(3, 8))""]",moderate,high,"no large open rings, finer uniform texture",true,:2,true,
2020/generative/01_04/nomate,out/2020/generative/01_04/nomate/notes.md,displace,displace,random(100) per shape,[25],moderate,high,same density/palette; removing the per-shape random() call also shifts the random stream so layout differs; shared grain offset across shapes,true,:2,true,
2020/generative/01_04/nomate,out/2020/generative/01_04/nomate/notes.md,colors (palette),colors,"[""#4E87C5"",""#BA8FE7"",""#F76A0B""]","[[""#F72C11"",""#12315E"",""#FCFAEF""]]",large,high,"red / dark-navy / off-white; brighter, higher contrast, white rings read as highlights",true,:2,true,
2020/generative/01_04/nomaten,out/2020/generative/01_04/nomaten/notes.md,grid,grid,60,[30],large,high,"halves snap size and hub radii; hubs smaller, spokes marginally finer, composition otherwise similar (score inflated by baseline frame-1 artifact)",true,:2,true,
2020/generative/01_04/nomaten,out/2020/generative/01_04/nomaten/notes.md,hubCount,hubcount,3,[6],large,high,"six fans instead of three; denser crossings, more additive overlap, more black gaps",true,:2,true,
2020/generative/01_04/nomaten,out/2020/generative/01_04/nomaten/notes.md,alp,alp,255,[128],moderate,high,all spokes visibly darker/more transparent; weaker additive buildup at overlaps,true,:2,true,
2020/generative/01_04/nomaten,out/2020/generative/01_04/nomaten/notes.md,outerDiameter,outerdiameter,width*3,"[""width*1.5""]",large,high,"spokes stop at 720 px radius; fan boundaries visible as arcs, no full-bleed",true,:2,true,
2020/generative/01_04/nomaten,out/2020/generative/01_04/nomaten/notes.md,resFactor,resfactor,0.004,[0.008],large,high,"spoke count doubled (~54 per fan); visibly finer, busier, thinner spokes",true,:2,true,
2020/generative/01_04/nomaten,out/2020/generative/01_04/nomaten/notes.md,colors,colors,"[#4E87C5,#BA8FE7,#F76A0B]","[""[#354998,#D0302B,#F76684,#FCFAEF,#FDC400]""]",moderate,high,"deep red, cream, steel blue, pink; identical geometry",true,:2,true,
2020/generative/01_04/opena,out/2020/generative/01_04/opena/notes.md,pushFactor,pushfactor,220.0,[550.0],large,high,"stronger center push blows stripes off the edges, leaving a dark central mass with wide white margins",true,:2,false,
2020/generative/01_04/opena,out/2020/generative/01_04/opena/notes.md,des2,des2,160.0,[320.0],large,high,bigger folds: more white gaps torn open and more violent ribbon sweeps,true,:2,false,
2020/generative/01_04/opena,out/2020/generative/01_04/opena/notes.md,sub,sub,"random(60,90)*2","[""random(120,150)*2""]",large,high,"twice as many, thinner stripes; denser moire",true,:2,false,
2020/generative/01_04/opena,out/2020/generative/01_04/opena/notes.md,angMult,angmult,3.0,[6.0],subtle,low,"no visible change: fine jitter angle doubled, barely noticeable",true,:2,false,
2020/generative/01_04/opena,out/2020/generative/01_04/opena/notes.md,des,des,40.0,[80.0],subtle,low,"no visible change: fine jitter doubled, lost in the coarse fold",true,:2,false,
2020/generative/01_04/opop,out/2020/generative/01_04/opop/notes.md,detSize,detsize,"random(0.007,0.01)*0.5","[""random(0.003,0.004)*0.5""]",large,high,"coarser size-field noise -> bigger, smoother, more uniform bubbles; larger voids",true,:2,false,
2020/generative/01_04/opop,out/2020/generative/01_04/opop/notes.md,maxSize,maxsize,nn*360,"[""nn*600""]",large,high,"bigger circles -> fewer, very large merged blobs; thin central void",true,:2,false,
2020/generative/01_04/opop,out/2020/generative/01_04/opop/notes.md,pointCount,pointcount,18000,[8000],moderate,high,"fewer candidates -> smaller bubbles, more gaps; connecting network more visible",true,:2,false,
2020/generative/01_04/opop,out/2020/generative/01_04/opop/notes.md,alpha,alpha,10,[30],large,high,"higher peak alpha -> brighter, more solid/filled blobs; less black showing through",true,:2,false,
2020/generative/01_04/opop,out/2020/generative/01_04/opop/notes.md,detCol,detcol,random(0.0006),"[""random(0.002)""]",moderate,high,finer color noise -> more mottled/variegated color patches on a similar bubble layout,true,:2,false,
2020/generative/01_04/papa,out/2020/generative/01_04/papa/notes.md,pointCount,pointcount,10000,[],,unscored,,false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papa,out/2020/generative/01_04/papa/notes.md,pointSize,pointsize,500,[],,unscored,,false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papa,out/2020/generative/01_04/papa/notes.md,zScale,zscale,2.6,[],,unscored,,false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papa,out/2020/generative/01_04/papa/notes.md,detCol,detcol,0.0005-0.002,[],,unscored,,false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papa,out/2020/generative/01_04/papa/notes.md,det,det,0.0016,[],,unscored,,false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papa/noiiiii,out/2020/generative/01_04/papa/noiiiii/notes.md,form_cc,form cc,20,"[8,60]",,unscored,"fewer strips: darker, sparser top layer, coloured edge loops stand out; more strips: dense multicolour wavy bands, structure clearly visible",true,:2,false,
2020/generative/01_04/papa/noiiiii,out/2020/generative/01_04/papa/noiiiii/notes.md,back_cc_div,back cc div,10,[4],large,high,"more back strips: whole field becomes a dark magenta/purple fine vertical texture, dominant over the form layer",true,:2,false,
2020/generative/01_04/papa/noiiiii,out/2020/generative/01_04/papa/noiiiii/notes.md,form_det,form det,0.001,[0.006],subtle,low,"higher noise detail: striations get grainier/more fragmented, same lobe silhouette",true,:2,false,
2020/generative/01_04/papa/noiiiii,out/2020/generative/01_04/papa/noiiiii/notes.md,palette,palette,"EA2E73,F7AA06,1577D8","[""07001C,2e0091,E2A218,D61406""]",moderate,high,"same geometry; indigo/navy field with bold gold, magenta and blue loops",true,:2,false,
2020/generative/01_04/papalon,out/2020/generative/01_04/papalon/notes.md,det,det,0.0016,[0.0008],large,high,"coarser noise detail: larger, chunkier glow regions (layout re-rolls every run anyway)",false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papalon,out/2020/generative/01_04/papalon/notes.md,points,points,120000,[30000],large,high,"density barely changed - packing still fills the canvas; slightly fewer, more isolated glow spots",false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papalon,out/2020/generative/01_04/papalon/notes.md,cc,cc,s/5,"[""s/10""]",large,high,"no obvious change - fine rings on big facets come from the quad-stripe pass, not the ellipse slices",false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papalon,out/2020/generative/01_04/papalon/notes.md,triFillAlpha,trifillalpha,140,[60],large,high,"much thinner: far more black background visible between facets, web looks translucent",false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papalon,out/2020/generative/01_04/papalon/notes.md,triSkip,triskip,0.6,[0.9],large,high,fine triangle web much sparser with visible holes; glow spots unaffected (separate pass),false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papalon,out/2020/generative/01_04/papalon/notes.md,palette,palette,EA2E73/F7AA06/1577D8,"[""072457/EF4C02/ADC7C8""]",large,high,colours clearly changed: navy/rust/grey-blue instead of magenta/gold/blue,false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/papaspas,out/2020/generative/01_04/papaspas/notes.md,pointCount,pointcount,10,[25],subtle,low,"25 scattered dot-clusters instead of 10, more spokes to centre; size range and palette unchanged",true,:2,false,
2020/generative/01_04/papaspas,out/2020/generative/01_04/papaspas/notes.md,diskSizeRange,disksizerange,"random(20, 70)","[""random(60, 140)""]",subtle,low,"disks ~2x larger; layout, rings, palette unchanged",true,:2,false,
2020/generative/01_04/papaspas,out/2020/generative/01_04/papaspas/notes.md,midRingScale,midringscale,"random(0.5, 0.9)","[""random(0.15, 0.3)""]",none,low,no visible change,true,:2,false,
2020/generative/01_04/papaspas,out/2020/generative/01_04/papaspas/notes.md,innerDotScale,innerdotscale,0.1,[0.45],none,low,no visible change,true,:2,false,
2020/generative/01_04/papaspas,out/2020/generative/01_04/papaspas/notes.md,background,background,230,[15],large,high,"near-black field; same circles and spokes, contrast flips (pale blue-gray and peach pop, navy nearly disappears)",true,:2,false,
2020/generative/01_04/perlinas,out/2020/generative/01_04/perlinas/notes.md,detSize,detsize,random(0.04),[0.01],large,high,"sparser field of smaller, more separated blobs; more red background visible",true,:2,false,
2020/generative/01_04/perlinas,out/2020/generative/01_04/perlinas/notes.md,detAmp,detamp,random(0.03),[0.005],large,high,much denser; low-frequency amp layer forms large regions of big blobs (gold/olive cloud top-left),true,:2,false,
2020/generative/01_04/perlinas,out/2020/generative/01_04/perlinas/notes.md,attempts,attempts,1400,[400],moderate,high,"fewer, smaller blobs; large clusters disappear, more red shows through",true,:2,false,
2020/generative/01_04/perlinas,out/2020/generative/01_04/perlinas/notes.md,sizeScale,sizescale,9,[3],large,high,"blobs ~3x smaller and more uniform; canvas looks sparser, mostly small specks",true,:2,false,
2020/generative/01_04/perlinas,out/2020/generative/01_04/perlinas/notes.md,alpha,alpha,"random(random(100),180)",[30],large,high,"blobs very faint and washed out; red background dominates, dots barely visible",true,:2,false,
2020/generative/01_04/perlinas,out/2020/generative/01_04/perlinas/notes.md,palette,palette,black/green/olive/red/yellow,"[""blue""]",large,high,"same structure, new ground colour (light cyan) with navy/steel-blue/grey/white blobs",true,:2,false,
2020/generative/01_04/popi,out/2020/generative/01_04/popi/notes.md,pointCount,pointcount,30,[300],moderate,high,"far denser field of small dots, some clustered",true,:2,false,
2020/generative/01_04/popi,out/2020/generative/01_04/popi/notes.md,seedDotSize,seeddotsize,20,[80],moderate,high,"same count, each dot ~4x larger",true,:2,false,
2020/generative/01_04/popi,out/2020/generative/01_04/popi/notes.md,initZ,initz,2,[60],none,low,no visible change at frame 1; rects are 1px thin alpha outlines,true,:2,false,
2020/generative/01_04/popi,out/2020/generative/01_04/popi/notes.md,strokeAlpha,strokealpha,120,[4],none,low,no visible change; outlines stay faint 1px lines,true,:2,false,
2020/generative/01_04/popi,out/2020/generative/01_04/popi/notes.md,background,background,190,[0],large,high,black field; dots and faint squares read against dark,true,:2,false,
2020/generative/01_04/popo,out/2020/generative/01_04/popo/notes.md,attempts,attempts,120000,[30000],subtle,low,fewer attempts -> slightly sparser field; overall structure preserved (packing saturates early),true,:2,false,
2020/generative/01_04/popo,out/2020/generative/01_04/popo/notes.md,sizeScale,sizescale,150,[60],moderate,high,"lower -> many more, smaller dots, spread more evenly; web fills in, empty centre shrinks",true,:2,false,
2020/generative/01_04/popo,out/2020/generative/01_04/popo/notes.md,detSize,detsize,"random(0.007,0.01)*0.4","[""random(0.03,0.05)*0.4""]",subtle,low,"finer noise -> finer-grained, more uniform clumping; large empty centre persists",true,:2,false,
2020/generative/01_04/popo,out/2020/generative/01_04/popo/notes.md,trailSteps,trailsteps,60,[120],subtle,low,"double the trail length; trails read as longer soft drips, heads and web unchanged",true,:2,false,
2020/generative/01_04/popo,out/2020/generative/01_04/popo/notes.md,lineAlpha,linealpha,20,[90],none,low,no visible change (thin 1.6px web lines darken but overall look is unchanged),true,:2,false,
